name,age,income,total_deductions,old_bracket,new_bracket
case_167,31,1485451,75628,30%,20%
case_168,29,1519646,95544,30%,20%
case_169,32,1480528,146168,30%,20%
case_170,31,1489012,196573,30%,20%
case_171,32,2008547,50000,30%,30%
case_172,28,1983853,75458,30%,30%
case_173,31,2019817,99979,30%,30%
case_174,31,1984321,148378,30%,30%
case_175,30,1983731,204135,30%,30%
case_176,32,201928,51311,0%,0%
case_177,32,195091,70125,0%,0%
case_178,30,183747,97602,0%,0%
case_179,30,216836,150141,0%,0%
case_180,28,193741,199439,0%,0%
case_181,29,410981,50000,0%,5%
case_182,27,424195,74388,0%,5%
case_183,32,381941,99655,0%,5%
case_184,31,382688,152412,0%,5%
case_185,33,391410,197092,0%,5%
case_186,27,599505,50000,5%,5%
case_187,31,603443,70940,5%,5%
case_188,30,605746,103258,5%,5%
case_189,31,616139,147519,0%,5%
case_190,32,584340,198911,0%,5%
case_191,33,812543,50000,20%,10%
case_192,32,775124,74299,5%,10%
case_193,30,789772,103618,5%,10%
case_194,27,782981,152782,5%,10%
case_195,28,786107,202078,5%,10%
case_196,29,980007,53056,20%,10%
case_197,33,1003529,79090,20%,10%
case_198,33,1003480,102840,20%,10%
case_199,32,1001539,151707,20%,10%
case_200,32,1020841,200208,20%,10%
case_201,29,1520993,50000,30%,20%
case_202,28,1518055,74165,30%,20%
case_203,31,1507174,99185,30%,20%
case_204,28,1491009,150605,30%,20%
case_205,33,1507056,197021,30%,20%
case_206,28,1984855,50000,30%,30%
case_207,28,2021243,74515,30%,30%
case_208,30,2018309,97310,30%,30%
case_209,31,1996332,152818,30%,30%
case_210,30,1992567,195916,30%,30%
case_211,30,178973,50000,0%,0%
case_212,33,204360,73033,0%,0%
case_213,31,207449,104727,0%,0%
case_214,32,218619,148812,0%,0%
case_215,32,188795,199269,0%,0%
case_216,34,421253,52047,0%,5%
case_217,31,391081,78974,0%,5%
case_218,29,396761,98651,0%,5%
case_219,34,377377,154269,0%,5%
case_220,29,410623,198797,0%,5%
case_221,33,594542,50000,5%,5%
case_222,29,579011,76263,5%,5%
case_223,32,605683,95308,5%,5%
case_224,30,606102,146655,0%,5%
case_225,32,610959,203381,0%,5%
case_226,33,816094,50000,20%,10%
case_227,32,801708,77863,5%,10%
case_228,30,784108,103523,5%,10%
case_229,33,801139,148488,5%,10%
case_230,28,799861,204200,5%,10%
case_231,31,976603,50000,20%,10%
case_232,28,991671,73262,20%,10%
case_233,31,981654,104222,20%,10%
case_234,29,985054,154010,20%,10%
case_235,34,1002159,203098,20%,10%
case_236,34,1518075,50485,30%,20%
case_237,33,1520732,70372,30%,20%
case_238,32,1510108,103504,30%,20%
case_239,33,1493119,146260,30%,20%
case_240,31,1515349,201613,30%,20%
case_241,31,1994565,50000,30%,30%
case_242,32,1987812,72285,30%,30%
case_243,34,2000716,98863,30%,30%
case_244,30,1984413,150893,30%,30%
case_245,32,2010268,204397,30%,30%
case_246,33,223238,50000,0%,0%
case_247,34,207850,78557,0%,0%
case_248,34,217747,101231,0%,0%
case_249,32,220829,148900,0%,0%
case_250,30,183645,202308,0%,0%
case_251,30,401725,50000,0%,5%
case_252,30,379685,70096,0%,5%
case_253,30,393394,104952,0%,5%
case_254,29,387794,154808,0%,5%
case_255,31,390244,196651,0%,5%
case_256,34,616968,50533,5%,5%
case_257,33,594088,78308,5%,5%
case_258,34,580417,97021,0%,5%
case_259,29,611940,146031,0%,5%
case_260,32,607009,198568,0%,5%
case_261,33,789241,50000,5%,10%
case_262,33,819775,73402,5%,10%
case_263,35,818302,102969,5%,10%
case_264,29,821887,147916,5%,10%
case_265,35,801296,196280,5%,10%
case_266,35,1005163,50000,20%,10%
case_267,32,975561,75362,20%,10%
case_268,31,981626,101998,20%,10%
case_269,34,985665,153851,20%,10%
case_270,30,990859,198177,20%,10%
case_271,32,1503455,50123,30%,20%
case_272,34,1482504,74311,30%,20%
case_273,31,1500968,103908,30%,20%
case_274,31,1495880,154878,30%,20%
case_275,35,1491918,201483,30%,20%
case_276,35,1993524,50559,30%,30%
case_277,31,2001999,70267,30%,30%
case_278,29,2007120,100178,30%,30%
case_279,29,1986212,153866,30%,30%
case_280,33,1987190,202832,30%,30%
case_281,30,212873,51328,0%,0%
case_282,34,196939,70278,0%,0%
case_283,31,205988,100258,0%,0%
case_284,36,215825,150179,0%,0%
case_285,32,187380,201165,0%,0%
case_286,32,376119,52362,0%,5%
case_287,32,410405,76941,0%,5%
case_288,32,404713,98964,0%,5%
case_289,34,400548,152096,0%,5%
case_290,31,417923,197640,0%,5%
case_291,30,585928,50000,5%,5%
case_292,33,613020,77222,5%,5%
case_293,31,614010,103743,5%,5%
case_294,36,614021,145741,0%,5%
case_295,32,622429,196819,0%,5%
case_296,31,812288,50000,20%,10%
case_297,34,824878,76831,5%,10%
case_298,34,781284,101674,5%,10%
case_299,36,793280,148636,5%,10%
case_300,32,798987,200504,5%,10%
case_301,33,1013241,50000,20%,10%
case_302,34,982230,71004,20%,10%
case_303,33,979120,100614,20%,10%
case_304,32,985302,152077,20%,10%
case_305,35,1003507,196332,20%,10%
case_306,32,1476228,53034,30%,20%
case_307,32,1519372,76763,30%,20%
case_308,35,1502155,100531,30%,20%
case_309,33,1479297,146180,30%,20%
case_310,31,1486529,198543,30%,20%
case_311,30,1991173,54453,30%,30%
case_312,34,2018582,71980,30%,30%
case_313,31,2011653,103215,30%,30%
case_314,32,2021223,145697,30%,30%
case_315,30,2007779,196210,30%,30%
case_316,36,202984,51113,0%,0%
case_317,31,202144,73320,0%,0%
case_318,32,201625,102903,0%,0%
case_319,32,215030,153611,0%,0%
case_320,32,178522,197372,0%,0%
case_321,32,410689,52932,0%,5%
case_322,36,400730,78527,0%,5%
case_323,32,383672,95353,0%,5%
case_324,31,402680,146711,0%,5%
case_325,33,389398,198577,0%,5%
case_326,32,597835,50000,5%,5%
case_327,33,604447,77344,5%,5%
case_328,31,615376,97153,5%,5%
case_329,32,612537,151565,0%,5%
case_330,34,617640,201355,0%,5%
case_331,35,813915,50219,20%,10%
case_332,32,821671,78595,5%,10%
case_333,31,823081,97984,5%,10%
case_334,33,800303,146250,5%,10%
case_335,33,820509,196325,5%,10%
case_336,36,996688,50000,20%,10%
case_337,37,1002590,76687,20%,10%
case_338,33,1009851,102051,20%,10%
case_339,36,1020508,145240,20%,10%
case_340,37,1005718,198217,20%,10%
case_341,31,1497067,50874,30%,20%
case_342,36,1489424,73377,30%,20%
case_343,36,1497477,102645,30%,20%
case_344,32,1500207,151450,30%,20%
case_345,34,1520183,201776,30%,20%
case_346,33,2000873,50837,30%,30%
case_347,33,2020455,73136,30%,30%
case_348,33,1996820,101068,30%,30%
case_349,37,2023550,148256,30%,30%
case_350,36,1979132,200962,30%,30%
case_351,33,216564,51967,0%,0%
case_352,32,223763,77065,0%,0%
case_353,36,187195,102463,0%,0%
case_354,36,204322,146356,0%,0%
case_355,33,215543,197009,0%,0%
case_356,35,406755,50679,0%,5%
case_357,33,384927,70486,0%,5%
case_358,35,379102,100693,0%,5%
case_359,35,386882,146040,0%,5%
case_360,32,377521,197068,0%,5%
case_361,34,606411,50000,5%,5%
case_362,33,580831,76326,5%,5%
case_363,37,601300,97383,5%,5%
case_364,38,580255,149553,0%,5%
case_365,38,592113,197052,0%,5%
case_366,35,781048,50748,5%,10%
case_367,32,800128,79710,5%,10%
case_368,35,787411,101740,5%,10%
case_369,35,788992,146962,5%,10%
case_370,36,797325,203442,5%,10%
case_371,35,1022002,50000,20%,10%
case_372,38,1017130,72301,20%,10%
case_373,36,1006466,96943,20%,10%
case_374,38,998301,145845,20%,10%
case_375,34,1010670,202433,20%,10%
case_376,34,1518734,54360,30%,20%
case_377,38,1495473,75006,30%,20%
case_378,38,1504739,97530,30%,20%
case_379,35,1509440,146137,30%,20%
case_380,34,1508123,204613,30%,20%
case_381,36,1987521,50000,30%,30%
case_382,35,1982472,75628,30%,30%
case_383,34,1978824,97534,30%,30%
case_384,34,1997196,151180,30%,30%
case_385,35,2004933,195039,30%,30%
case_386,39,215973,50000,0%,0%
case_387,35,187420,74712,0%,0%
case_388,37,213174,99464,0%,0%
case_389,39,181380,145288,0%,0%
case_390,33,179403,195989,0%,0%
case_391,36,375981,54130,0%,5%
case_392,38,388635,79878,0%,5%
case_393,33,379157,98095,0%,5%
case_394,35,394100,146567,0%,5%
case_395,33,397514,195410,0%,5%
case_396,34,621218,54309,5%,5%
case_397,33,585036,72659,5%,5%
case_398,39,600381,103877,0%,5%
case_399,35,591374,150524,0%,5%
case_400,37,588871,198017,0%,5%
case_401,35,781172,50000,5%,10%
case_402,39,803060,78280,5%,10%
case_403,34,815198,102134,5%,10%
case_404,39,815739,151406,5%,10%
case_405,39,817225,197250,5%,10%
case_406,33,1024564,54534,20%,10%
case_407,38,976260,77724,20%,10%
case_408,33,1003139,95329,20%,10%
case_409,37,996116,150193,20%,10%
case_410,33,992818,204531,20%,10%
case_411,38,1495147,50000,30%,20%
case_412,37,1504175,79315,30%,20%
case_413,34,1499028,102162,30%,20%
case_414,33,1495830,153666,30%,20%
case_415,38,1476734,196985,30%,20%
case_416,33,2024516,50000,30%,30%
case_417,36,2011600,76476,30%,30%
case_418,33,1979029,98051,30%,30%
case_419,36,2009746,153446,30%,30%
case_420,38,2002814,199421,30%,30%
case_421,39,186627,50000,0%,0%
case_422,39,220188,77841,0%,0%
case_423,40,224777,101494,0%,0%
case_424,38,180577,149696,0%,0%
case_425,36,196369,196583,0%,0%
case_426,35,408928,51949,0%,5%
case_427,36,417531,73670,0%,5%
case_428,38,405758,104582,0%,5%
case_429,36,420703,146201,0%,5%
case_430,36,389463,199127,0%,5%
case_431,35,607407,50000,5%,5%
case_432,37,624443,73255,5%,5%
case_433,38,589420,99060,0%,5%
case_434,34,582548,150349,0%,5%
case_435,38,602129,204202,0%,5%
case_436,34,803990,54204,5%,10%
case_437,34,775219,79544,5%,10%
case_438,34,795450,98545,5%,10%
case_439,37,790754,145632,5%,10%
case_440,40,817289,204132,5%,10%
case_441,36,1013542,50000,20%,10%
case_442,35,1019154,76115,20%,10%
case_443,34,1008740,95501,20%,10%
case_444,39,1008575,147629,20%,10%
case_445,34,1017947,199765,20%,10%
case_446,40,1509264,53836,30%,20%
case_447,39,1498539,75199,30%,20%
case_448,40,1488738,95786,30%,20%
case_449,40,1493282,146901,30%,20%
case_450,34,1517084,196411,30%,20%
case_451,36,2007980,52809,30%,30%
case_452,39,2016235,74051,30%,30%
case_453,35,1975281,98260,30%,30%
case_454,37,1998487,149540,30%,30%
case_455,36,1978910,199516,30%,30%
case_456,36,191038,50000,0%,0%
case_457,35,193315,76981,0%,0%
case_458,38,193781,103662,0%,0%
case_459,38,176018,154937,0%,0%
case_460,41,191867,196107,0%,0%
case_461,40,416895,52431,0%,5%
case_462,39,389140,74117,0%,5%
case_463,39,423720,102923,0%,5%
case_464,39,401561,148712,0%,5%
case_465,36,416115,204367,0%,5%
case_466,39,620719,50509,5%,5%
case_467,38,577215,79103,0%,5%
case_468,41,605809,99744,5%,5%
case_469,35,604710,151494,0%,5%
case_470,37,578000,199908,0%,5%
case_471,36,791117,50000,5%,10%
case_472,37,819352,70731,5%,10%
case_473,41,780510,98955,5%,10%
case_474,38,811568,150192,5%,10%
case_475,37,814527,198153,5%,10%
case_476,40,994861,50000,20%,10%
case_477,38,996262,73628,20%,10%
case_478,35,988445,104810,20%,10%
case_479,40,996372,153090,20%,10%
case_480,38,986339,202232,20%,10%
case_481,40,1475670,50000,30%,20%
case_482,41,1497887,74035,30%,20%
case_483,38,1511450,98745,30%,20%
case_484,39,1500382,148594,30%,20%
case_485,38,1489776,196495,30%,20%
case_486,38,2022469,50000,30%,30%
case_487,41,2016433,77043,30%,30%
case_488,36,2013091,101797,30%,30%
case_489,41,1987002,147541,30%,30%
case_490,37,2021887,199611,30%,30%
case_491,36,176134,51007,0%,0%
case_492,40,175210,76039,0%,0%
case_493,41,215376,100351,0%,0%
case_494,40,211945,149983,0%,0%
case_495,38,212660,197899,0%,0%
case_496,37,410808,50000,0%,5%
case_497,36,398613,78703,0%,5%
case_498,36,403684,102557,0%,5%
case_499,40,416126,151225,0%,5%
case_500,36,394906,202757,0%,5%
case_501,41,580145,54943,5%,5%
case_502,37,576906,77027,0%,5%
case_503,40,588059,103758,0%,5%
case_504,38,580062,149843,0%,5%
case_505,42,577511,199134,0%,5%
case_506,36,779472,50000,5%,10%
case_507,42,791060,70598,5%,10%
case_508,36,818374,103736,5%,10%
case_509,40,796324,149357,5%,10%
case_510,37,818902,198980,5%,10%
case_511,40,993750,52490,20%,10%
case_512,41,991819,77892,20%,10%
case_513,37,1002938,97097,20%,10%
case_514,37,1017889,146156,20%,10%
case_515,37,1014913,200812,20%,10%
case_516,42,1496187,50295,30%,20%
case_517,42,1478716,70320,30%,20%
case_518,38,1475520,98549,30%,20%
case_519,40,1510487,145636,30%,20%
case_520,40,1485158,203943,30%,20%
case_521,42,2024301,50000,30%,30%
case_522,36,2013147,70048,30%,30%
case_523,39,2010860,104796,30%,30%
case_524,40,2021672,151083,30%,30%
case_525,41,2005157,201806,30%,30%
case_526,40,195991,50000,0%,0%
case_527,38,197165,77623,0%,0%
case_528,42,223113,101476,0%,0%
case_529,40,200864,154266,0%,0%
case_530,41,182107,201567,0%,0%
case_531,43,413178,50000,0%,5%
case_532,42,421535,76589,0%,5%
case_533,38,417827,96705,0%,5%
case_534,37,380607,146864,0%,5%
case_535,39,399552,195357,0%,5%
case_536,41,579907,51650,5%,5%
case_537,41,610069,73752,5%,5%
case_538,38,592852,97437,0%,5%
case_539,39,578587,147125,0%,5%
case_540,43,585516,197941,0%,5%
case_541,42,789603,50000,5%,10%
case_542,42,793524,71532,5%,10%
case_543,43,777355,97666,5%,10%
case_544,38,809669,154506,5%,10%
case_545,39,809658,199180,5%,10%
case_546,41,976530,50000,20%,10%
case_547,43,1000694,72207,20%,10%
case_548,39,1008681,99031,20%,10%
case_549,41,980951,153107,20%,10%
case_550,40,977708,200127,20%,10%
case_551,41,1507514,50000,30%,20%
case_552,41,1479959,76656,30%,20%
case_553,42,1500256,104881,30%,20%
case_554,43,1485079,151117,30%,20%
case_555,38,1493233,199406,30%,20%
case_556,42,1994441,51771,30%,30%
case_557,37,1979933,74337,30%,30%
case_558,42,1993554,103743,30%,30%
case_559,43,2019852,148942,30%,30%
case_560,42,2024803,195011,30%,30%
case_561,41,189862,54375,0%,0%
case_562,43,216494,79654,0%,0%
case_563,39,175946,100784,0%,0%
case_564,43,179966,150471,0%,0%
case_565,38,214047,198772,0%,0%
case_566,40,418416,50000,0%,5%
case_567,42,381602,73393,0%,5%
case_568,38,379398,100174,0%,5%
case_569,44,383293,148690,0%,5%
case_570,40,412154,204636,0%,5%
case_571,41,592872,50556,5%,5%
case_572,41,600452,70725,5%,5%
case_573,44,593980,100203,0%,5%
case_574,42,623168,145825,0%,5%
case_575,39,596496,195229,0%,5%
case_576,43,794807,50000,5%,10%
case_577,43,795127,76226,5%,10%
case_578,44,823944,98389,5%,10%
case_579,41,812094,149369,5%,10%
case_580,40,807629,199050,5%,10%
case_581,38,992377,50329,20%,10%
case_582,40,1008204,78773,20%,10%
case_583,39,981316,104790,20%,10%
case_584,38,977945,149572,20%,10%
case_585,38,987069,200187,20%,10%
case_586,43,1490580,50919,30%,20%
case_587,41,1478518,71922,30%,20%
case_588,40,1513000,102830,30%,20%
case_589,38,1497211,153725,30%,20%
case_590,41,1511011,202947,30%,20%
case_591,40,1997065,51274,30%,30%
case_592,44,1993912,76285,30%,30%
case_593,41,2001417,103240,30%,30%
case_594,44,2009945,153531,30%,30%
case_595,42,1997702,198025,30%,30%
case_596,39,212435,52628,0%,0%
case_597,44,208610,71343,0%,0%
case_598,42,204721,103421,0%,0%
case_599,40,181469,152924,0%,0%
case_600,42,212643,198859,0%,0%
case_601,39,421867,50000,0%,5%
case_602,44,420842,72844,0%,5%
case_603,43,404984,96990,0%,5%
case_604,45,375097,148878,0%,5%
case_605,43,405819,198602,0%,5%
case_606,41,588751,52403,5%,5%
case_607,41,601099,79964,5%,5%
case_608,39,592805,99666,0%,5%
case_609,40,620314,154025,0%,5%
case_610,44,596570,195764,0%,5%
case_611,41,822670,50000,20%,10%
case_612,40,810483,79296,5%,10%
case_613,42,814282,99907,5%,10%
case_614,45,810661,151659,5%,10%
case_615,42,795807,204764,5%,10%
case_616,41,988953,50000,20%,10%
case_617,44,1017650,71674,20%,10%
case_618,40,995354,98434,20%,10%
case_619,44,1013046,154446,20%,10%
case_620,41,994419,197207,20%,10%
case_621,42,1505687,52916,30%,20%
case_622,42,1500407,76728,30%,20%
case_623,42,1511569,99526,30%,20%
case_624,40,1503139,145721,30%,20%
case_625,40,1516211,203823,30%,20%
case_626,45,1988056,54064,30%,30%
case_627,40,1996127,76827,30%,30%
case_628,41,1986945,101232,30%,30%
case_629,41,2023815,152151,30%,30%
case_630,39,2007216,201860,30%,30%
case_631,46,209680,50000,0%,0%
case_632,45,183489,72083,0%,0%
case_633,43,182556,101283,0%,0%
case_634,46,198952,148133,0%,0%
case_635,44,218786,200896,0%,0%
case_636,45,414726,50000,0%,5%
case_637,43,422600,76335,0%,5%
case_638,44,416658,100719,0%,5%
case_639,41,383866,152523,0%,5%
case_640,41,424079,195378,0%,5%
case_641,43,622868,50000,5%,5%
case_642,45,624088,75841,5%,5%
case_643,44,586939,102062,0%,5%
case_644,40,590515,146335,0%,5%
case_645,42,617279,197907,0%,5%
case_646,42,786339,50000,5%,10%
case_647,42,788592,71200,5%,10%
case_648,45,785910,97102,5%,10%
case_649,41,775563,146922,5%,10%
case_650,43,796038,201432,5%,10%
case_651,44,979241,54745,20%,10%
case_652,40,1021764,73704,20%,10%
case_653,42,986767,101388,20%,10%
case_654,41,1008963,152028,20%,10%
case_655,42,1013785,198476,20%,10%
case_656,44,1485733,53281,30%,20%
case_657,43,1483763,70600,30%,20%
case_658,43,1510669,97390,30%,20%
case_659,40,1511112,154940,30%,20%
case_660,44,1522446,195889,30%,20%
case_661,46,2015294,52770,30%,30%
case_662,45,1993897,74803,30%,30%
case_663,41,2010984,97094,30%,30%
case_664,44,1978106,149608,30%,30%
case_665,41,1987145,201209,30%,30%
case_666,43,187596,51802,0%,0%
case_667,46,213293,75116,0%,0%
case_668,42,175173,102025,0%,0%
case_669,41,188887,145998,0%,0%
case_670,41,212379,200824,0%,0%
case_671,43,421902,50000,0%,5%
case_672,47,406004,75609,0%,5%
case_673,41,389984,96188,0%,5%
case_674,41,375373,145730,0%,5%
case_675,42,399844,199639,0%,5%
case_676,45,594778,54072,5%,5%
case_677,44,619100,73192,5%,5%
case_678,43,622212,95520,5%,5%
case_679,42,615875,150999,0%,5%
case_680,43,591697,197136,0%,5%
case_681,43,798606,50976,5%,10%
case_682,47,788591,73358,5%,10%
case_683,45,778614,103931,5%,10%
case_684,42,824026,146157,5%,10%
case_685,46,809886,197657,5%,10%
case_686,43,985673,50000,20%,10%
case_687,46,1022537,79545,20%,10%
case_688,42,1005187,97005,20%,10%
case_689,47,1021604,154158,20%,10%
case_690,43,990568,202178,20%,10%
case_691,44,1491792,50000,30%,20%
case_692,43,1524685,71837,30%,20%
case_693,47,1507073,101554,30%,20%
case_694,43,1488246,146077,30%,20%
case_695,43,1509605,197120,30%,20%
case_696,45,1986535,50000,30%,30%
case_697,45,2005869,78925,30%,30%
case_698,45,1982320,102602,30%,30%
case_699,47,1987501,147237,30%,30%
case_700,47,2007844,204044,30%,30%
case_701,46,217022,51214,0%,0%
case_702,48,183837,75401,0%,0%
case_703,43,183712,102337,0%,0%
case_704,45,208474,153658,0%,0%
case_705,45,222439,199170,0%,0%
case_706,43,407835,50000,0%,5%
case_707,43,410960,74276,0%,5%
case_708,42,384477,99531,0%,5%
case_709,42,390551,148757,0%,5%
case_710,47,377819,195213,0%,5%
case_711,45,619474,50000,5%,5%
case_712,45,598609,78128,5%,5%
case_713,46,605940,95934,5%,5%
case_714,48,575887,153975,0%,5%
case_715,43,618877,199876,0%,5%
case_716,43,787029,54247,5%,10%
case_717,42,779817,72819,5%,10%
case_718,45,779178,99689,5%,10%
case_719,46,799301,151610,5%,10%
case_720,43,801936,198139,5%,10%
case_721,44,1011869,50850,20%,10%
case_722,45,999761,73491,20%,10%
case_723,43,996107,100809,20%,10%
case_724,47,1005914,151825,20%,10%
case_725,42,1000906,196532,20%,10%
case_726,47,1505885,50000,30%,20%
case_727,45,1495581,77078,30%,20%
case_728,47,1514497,102956,30%,20%
case_729,44,1481478,146713,30%,20%
case_730,42,1494512,204853,30%,20%
case_731,46,1999333,54827,30%,30%
case_732,42,2003983,70410,30%,30%
case_733,46,1986186,96445,30%,30%
case_734,47,2023353,152138,30%,30%
case_735,48,2006214,203020,30%,30%
case_736,46,182109,50000,0%,0%
case_737,47,199316,75358,0%,0%
case_738,45,195936,97564,0%,0%
case_739,46,196510,148534,0%,0%
case_740,48,186511,203240,0%,0%
case_741,48,400623,50000,0%,5%
case_742,45,379133,77733,0%,5%
case_743,47,416794,104249,0%,5%
case_744,47,421921,147478,0%,5%
case_745,43,384038,202244,0%,5%
case_746,46,585431,54906,5%,5%
case_747,49,596119,75482,5%,5%
case_748,49,624017,95418,5%,5%
case_749,47,580861,148536,0%,5%
case_750,43,611960,197682,0%,5%
case_751,43,787039,50000,5%,10%
case_752,47,818883,72112,5%,10%
case_753,49,814873,104197,5%,10%
case_754,46,796014,153343,5%,10%
case_755,43,824908,199635,5%,10%
case_756,44,1010842,51114,20%,10%
case_757,43,979433,72165,20%,10%
case_758,49,1006440,104094,20%,10%
case_759,45,981588,148736,20%,10%
case_760,44,987077,197508,20%,10%
